0.00000000  5.0000000000e-01  0.0000000000e+00  0.0000000000e+00  5.0000000000e-01  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  5.0000000000e-01  0.0000000000e+00  0.0000000000e+00  5.0000000000e-01  
0.16380016  4.9999999999e-01  -7.6457075459e-09  -9.1971833857e-09  4.9999447175e-01  -7.6457075459e-09  8.1910572241e-07  -5.0684676450e-10  -7.6456163982e-09  -9.1971833857e-09  -5.0684676450e-10  8.1898515372e-06  -9.1969082054e-09  4.9999447175e-01  -7.6456163982e-09  -9.1969082054e-09  4.9999099105e-01  
0.32760033  4.9999999791e-01  6.5032899576e-07  -8.5229965699e-07  4.9998894147e-01  6.5032899576e-07  1.6406719884e-06  -1.0251172471e-09  6.5031477700e-07  -8.5229965699e-07  -1.0251172471e-09  1.6381253334e-05  -8.5230639115e-07  4.9998894147e-01  6.5031477700e-07  -8.5230639115e-07  4.9998198016e-01  
0.49140049  4.9999997387e-01  4.0151876813e-06  -4.9735680896e-06  4.9998338927e-01  4.0151876813e-06  2.4849381390e-06  1.6144822770e-08  4.0150532976e-06  -4.9735680896e-06  1.6144822770e-08  2.4593706008e-05  -4.9736418702e-06  4.9998338927e-01  4.0150532976e-06  -4.9736418702e-06  4.9997294748e-01  
0.65520066  4.9999984912e-01  1.3484148811e-05  -1.6439279426e-05  4.9997773648e-01  1.3484148811e-05  3.4308245250e-06  1.2698501106e-07  1.3483540633e-05  -1.6439279426e-05  1.2698501106e-07  3.2905660075e-05  -1.6439626277e-05  4.9997773648e-01  1.3483540633e-05  -1.6439626277e-05  4.9996381440e-01  
0.81900082  4.9999941775e-01  3.3803113121e-05  -4.0926592141e-05  4.9997177755e-01  3.3803113121e-05  4.6835710916e-06  5.3193782182e-07  3.3801178096e-05  -4.0926592141e-05  5.3193782182e-07  4.1522936725e-05  -4.0927721361e-05  4.9997177755e-01  3.3801178096e-05  -4.0927721361e-05  4.9995437574e-01  
0.98280098  4.9999825162e-01  7.1056506731e-05  -8.5707963211e-05  4.9996508549e-01  7.1056506731e-05  6.6683626105e-06  1.6457602532e-06  7.1051482247e-05  -8.5707963211e-05  1.6457602532e-06  5.0874293940e-05  -8.5710972689e-05  4.9996508549e-01  7.1051482247e-05  -8.5710972689e-05  4.9994420572e-01  
1.14660115  4.9999557878e-01  1.3265422798e-04  -1.5963099487e-04  4.9995689130e-01  1.3265422798e-04  1.0148892272e-05  4.2082794766e-06  1.3264269549e-04  -1.5963099487e-04  4.2082794766e-06  6.1733905924e-05  -1.5963816494e-04  4.9995689130e-01  1.3264269549e-04  -1.5963816494e-04  4.9993253842e-01  
1.31040131  4.9999013595e-01  2.2731566242e-04  -2.7309344584e-04  4.9994593837e-01  2.2731566242e-04  1.6369531438e-05  9.4125527456e-06  2.2729105894e-04  -2.7309344584e-04  9.4125527456e-06  7.5370446261e-05  -2.7310955585e-04  4.9994593837e-01  2.2729105894e-04  -2.7310955585e-04  4.9991812407e-01  
1.47420147  4.9997999583e-01  3.6505069070e-04  -4.3801292007e-04  4.9993031266e-01  3.6505069070e-04  2.7219499179e-05  1.9046241534e-05  3.6500027648e-04  -4.3801292007e-04  1.9046241534e-05  9.3722360414e-05  -4.3804811209e-04  4.9993031266e-01  3.6500027648e-04  -4.3804811209e-04  4.9989906231e-01  
1.63800164  4.9996237004e-01  5.5713755931e-04  -6.6779043308e-04  4.9990725012e-01  5.5713755931e-04  4.5417164193e-05  3.5641337573e-05  5.5703641011e-04  -6.6779043308e-04  3.5641337573e-05  1.1959880938e-04  -6.6786610563e-04  4.9990725012e-01  5.5703641011e-04  -6.6786610563e-04  4.9987261399e-01  
1.80180180  4.9993338865e-01  8.1609740268e-04  -9.7726663751e-04  4.9987292242e-01  8.1609740268e-04  7.4712343075e-05  6.2626782746e-05  8.1589706977e-04  -9.7726663751e-04  6.2626782746e-05  1.5690559365e-04  -9.7742683588e-04  4.9987292242e-01  8.1589706977e-04  -9.7742683588e-04  4.9983499341e-01  
1.96560197  4.9988785777e-01  1.1556651034e-03  -1.3826689592e-03  4.9982220299e-01  1.1556651034e-03  1.2010419533e-04  1.0447794127e-04  1.1552732909e-03  -1.3826689592e-03  1.0447794127e-04  2.1089518464e-04  -1.3830011240e-03  4.9982220299e-01  1.1552732909e-03  -1.3830011240e-03  4.9978114285e-01  
2.12940213  4.9981899641e-01  1.5907560438e-03  -1.9015472436e-03  4.9974841486e-01  1.5907560438e-03  1.8807203217e-04  1.6685635882e-04  1.5900019294e-03  -1.9015472436e-03  1.6685635882e-04  2.8843972673e-04  -1.9022180729e-03  4.9974841486e-01  1.5900019294e-03  -1.9022180729e-03  4.9970449183e-01  
2.29320229  4.9971815484e-01  2.1374281380e-03  -2.5526947376e-03  4.9964306284e-01  2.1374281380e-03  2.8681604814e-04  2.5673275402e-04  2.1360057519e-03  -2.5526947376e-03  2.5673275402e-04  3.9832553767e-04  -2.5540094011e-03  4.9964306284e-01  2.1360057519e-03  -2.5540094011e-03  4.9959670358e-01  
2.45700246  4.9957451642e-01  2.8128383339e-03  -3.3560503396e-03  4.9949555227e-01  2.8128383339e-03  4.2650463439e-04  3.8248573660e-04  2.8102176639e-03  -3.3560503396e-03  3.8248573660e-04  5.5156719709e-04  -3.3585464332e-03  4.9949555227e-01  2.8102176639e-03  -3.3585464332e-03  4.9944741175e-01  
2.62080262  4.9937478610e-01  3.6351925363e-03  -4.3325770365e-03  4.9929289749e-01  3.6351925363e-03  6.1952452397e-04  5.5396833198e-04  3.6304847186e-03  -4.3325770365e-03  5.5396833198e-04  7.6173874835e-04  -4.3371685685e-03  4.9929289749e-01  3.6304847186e-03  -4.3371685685e-03  4.9924395063e-01  
2.78460278  4.9910286880e-01  4.6236876211e-03  -5.5041103422e-03  4.9901942331e-01  4.6236876211e-03  8.8072953149e-04  7.8253401339e-04  4.6154466987e-03  -5.5041103422e-03  7.8253401339e-04  1.0453188179e-03  -5.5123017442e-03  4.9901942331e-01  4.6154466987e-03  -5.5123017442e-03  4.9897108285e-01  
2.94840295  4.9873954245e-01  5.7984438846e-03  -6.8931693576e-03  4.9865646361e-01  5.7984438846e-03  1.2276830633e-03  1.0810136055e-03  5.7843831917e-03  -6.8931693576e-03  1.0810136055e-03  1.4220455464e-03  -6.9073650628e-03  4.9865646361e-01  5.7843831917e-03  -6.9073650628e-03  4.9861072894e-01  
3.11220311  4.9826239840e-01  7.1793852417e-03  -8.5216758932e-03  4.9818232487e-01  7.1793852417e-03  1.6806309696e-03  1.4634364271e-03  7.1559864174e-03  -8.5216758932e-03  1.4634364271e-03  1.9150076106e-03  -8.5456123231e-03  4.9818232487e-01  7.1559864174e-03  -8.5456123231e-03  4.9814196302e-01  
