0.00000000  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  0.0000000000e+00  5.0000000000e-01  5.0000000000e-01  0.0000000000e+00  0.0000000000e+00  5.0000000000e-01  5.0000000000e-01  
0.16380016  8.1913274887e-07  8.3540907096e-07  4.5034340044e-10  9.1979877631e-08  8.3540907096e-07  1.4082284217e-05  -7.1728852029e-05  9.0567175795e-10  4.5034340044e-10  -7.1728852029e-05  4.9999412437e-01  4.9979386293e-01  9.1979877631e-08  9.0567175795e-10  4.9979386293e-01  4.9999097421e-01  
0.32760033  1.6407915140e-06  1.9729337897e-06  7.4929921509e-07  2.5727493830e-06  1.9729337897e-06  5.5188886816e-05  -2.8739515926e-04  7.5198462054e-07  7.4929921509e-07  -2.8739515926e-04  4.9996166127e-01  4.9918620101e-01  2.5727493830e-06  7.5198462054e-07  4.9918620101e-01  4.9998150905e-01  
0.49140049  2.4852851277e-06  4.2261835856e-06  4.4872158032e-06  1.4032991445e-05  4.2261835856e-06  1.2482225426e-04  -6.4843718828e-04  4.4954078362e-06  4.4872158032e-06  -6.4843718828e-04  4.9990231466e-01  4.9817669529e-01  1.4032991445e-05  4.4954078362e-06  4.9817669529e-01  4.9997037780e-01  
0.65520066  3.4318025727e-06  8.9682186076e-06  1.4941167032e-05  4.5377963592e-05  8.9682186076e-06  2.2551669320e-04  -1.1572474274e-03  1.4958946797e-05  1.4941167032e-05  -1.1572474274e-03  4.9981554670e-01  4.9676478911e-01  4.5377963592e-05  1.4958946797e-05  4.9676478911e-01  4.9995550480e-01  
0.81900082  4.6864258850e-06  1.8154486782e-05  3.7311752215e-05  1.1170870234e-04  1.8154486782e-05  3.6088310716e-04  -1.8171641734e-03  3.7342414076e-05  3.7311752215e-05  -1.8171641734e-03  4.9970051141e-01  4.9494966451e-01  1.1170870234e-04  3.7342414076e-05  4.9494966451e-01  4.9993391906e-01  
0.98280098  6.6766120312e-06  3.4353157893e-05  7.8255263963e-05  2.3215543235e-04  3.4353157893e-05  5.3567108120e-04  -2.6324593072e-03  7.8297844426e-05  7.8255263963e-05  -2.6324593072e-03  4.9955596255e-01  4.9273021108e-01  2.3215543235e-04  7.8297844426e-05  4.9273021108e-01  4.9990168975e-01  
1.14660115  1.0171420398e-05  6.0781096090e-05  1.4586023695e-04  4.2966275228e-04  6.0781096090e-05  7.5584771396e-04  -3.6083217785e-03  1.4590248113e-04  1.4586023695e-04  -3.6083217785e-03  4.9938013656e-01  4.9010498891e-01  4.2966275228e-04  1.4590248113e-04  4.9010498891e-01  4.9985384430e-01  
1.31040131  1.6426550574e-05  1.0134323247e-04  2.4961807835e-04  7.3072599550e-04  1.0134323247e-04  1.0286923893e-03  -4.7508361735e-03  2.4962330920e-04  2.4961807835e-04  -4.7508361735e-03  4.9917061142e-01  4.8707218798e-01  7.3072599550e-04  2.4962330920e-04  4.8707218798e-01  4.9978426964e-01  
1.47420147  2.7353036033e-05  1.6067263585e-04  4.0038713540e-04  1.1650779657e-03  1.6067263585e-04  1.3629064426e-03  -6.0669555853e-03  4.0027151487e-04  4.0038713540e-04  -6.0669555853e-03  4.9892414271e-01  4.8362958670e-01  1.1650779657e-03  4.0027151487e-04  4.8362958670e-01  4.9968559781e-01  
